PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, RDSD
Station name, Santo_DoDRCR2004
Begin Date, 2012-06-15
End Date, 2019-07-31
Release Date, 2019-08-02
Source file, RDSD.cwu.nam08.pos
Offset from source file, 0.81 mm North, 11.90 mm East, 3.16 mm Vertical
Reference position, 18.4613974205 North Latitude, -69.9113229501 East Longitude, -9.18318 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2014-04-28,1.57, 21.00, 12.86, 1.74, 2.07, 8.03, suppf,
2014-04-29,1.01, 18.63, 15.81, 1.76, 2.01, 8.05, suppf,
2014-04-30,2.57, 20.85, 7.24, 1.87, 2.23, 8.54, suppf,
2014-05-01,0.67, 23.21, 15.09, 1.7, 2.03, 8.01, suppf,
2014-05-02,-2.17, 20.04, 9.39, 1.78, 2.26, 8.33, suppf,
2014-05-03,1.41, 24.32, 5.15, 1.71, 2.03, 8.16, suppf,
2014-05-04,1.47, 20.32, -0.53, 1.66, 1.91, 7.69, suppf,
2014-05-05,3.16, 24.43, 3.31, 1.65, 1.91, 7.75, suppf,
2014-05-06,2.37, 23.60, -2.50, 1.68, 2.01, 7.85, suppf,
2014-05-07,-1.15, 22.22, 6.60, 1.78, 2.16, 8.46, suppf,
2014-05-08,-0.72, 23.23, 3.50, 1.86, 2.14, 8.54, suppf,
2014-05-09,0.09, 21.56, -5.11, 1.99, 2.56, 9.39, suppf,
2014-05-10,-0.18, 26.03, 0.39, 1.69, 2.01, 7.84, suppf,
2014-05-11,13.85, 75.55, -76.89, 194.82, 286.65, 442.83, suppf,
2014-05-12,-8.22, 37.00, -22.01, 345.71, 350.21, 777.19, suppf,
2014-05-13,2.17, 23.66, 4.06, 1.68, 1.98, 7.85, suppf,
2014-05-14,3.34, 20.98, 7.71, 1.67, 1.98, 7.76, suppf,
2014-05-15,2.41, 23.22, 9.02, 1.73, 2.05, 8.04, suppf,
2014-05-16,0.70, 24.60, -0.09, 1.68, 2.13, 8.02, suppf,
2014-05-17,12.93, 13.59, 56.03, 45.55, 66.22, 153.36, suppf,
2014-05-18,1.14, 22.79, 5.73, 1.7, 2.02, 8.02, suppf,
2014-05-19,5.80, 21.00, 20.99, 225.49, 271.14, 296.76, suppf,
2014-05-20,1.32, 24.20, 8.42, 1.78, 2.27, 8.69, suppf,
2014-05-21,-0.60, 22.64, -8.72, 1.74, 2.09, 8.07, suppf,
2014-05-22,1.96, 25.11, -8.29, 1.87, 2.06, 8.59, suppf,
2014-05-23,-0.05, 23.02, 6.63, 1.81, 2.24, 8.5, suppf,
2014-05-24,1.31, 24.40, 0.21, 1.8, 2.21, 8.28, suppf,
2014-05-25,-1.12, 21.62, -1.99, 1.73, 2.02, 8, suppf,
2014-05-26,0.68, 22.00, 13.70, 1.75, 2.05, 8.12, suppf,
2014-05-27,-1.17, 22.82, 0.89, 1.75, 2.03, 8.13, suppf,
2014-05-28,-2.49, 19.58, -4.15, 1.75, 2.12, 8.11, suppf,
2014-05-29,-2.11, 21.42, -8.01, 1.73, 2.15, 8.14, suppf,
2014-05-30,-5.56, 21.63, -15.19, 1.74, 2.12, 8.14, suppf,
2014-05-31,-1.53, 18.91, 9.59, 1.75, 2.1, 8.45, suppf,
2014-06-01,-0.24, 24.64, 7.97, 1.73, 1.95, 8, suppf,
2014-06-02,-2.46, 20.07, -1.96, 1.7, 1.93, 7.83, suppf,
2014-06-03,0.57, 22.44, -5.25, 1.7, 1.94, 7.87, suppf,
2014-06-04,-0.87, 22.43, 7.09, 2.16, 2.65, 10.22, suppf,
2014-06-05,0.21, 21.39, 3.43, 1.73, 2.03, 8.02, suppf,
2014-06-06,-2.52, 18.32, -0.09, 1.72, 1.96, 7.91, suppf,
2014-06-07,0.93, 20.64, 4.65, 1.66, 1.94, 7.78, suppf,
2014-06-08,1.81, 22.56, 5.56, 1.63, 1.91, 7.63, suppf,
2014-06-09,-0.35, 22.66, 6.86, 1.68, 2, 7.89, suppf,
2014-06-10,-0.47, 20.57, 5.91, 1.76, 2.06, 8.51, suppf,
2014-06-11,-0.05, 22.71, 6.81, 1.71, 2.07, 8.17, suppf,
2014-06-12,-3.62, 22.44, 1.47, 1.78, 2.12, 8.21, suppf,
2014-06-13,0.43, 21.14, -0.51, 1.71, 2.04, 7.9, suppf,
2014-06-14,-1.01, 16.14, -13.10, 1.78, 2.13, 8.46, suppf,
2014-06-15,-0.63, 17.73, -5.30, 1.78, 2.16, 8.32, suppf,
2014-06-16,1.16, 23.48, -3.09, 1.7, 1.98, 7.92, suppf,
2014-06-17,-2.00, 19.94, 4.04, 1.69, 1.96, 7.75, suppf,
2014-06-18,-2.68, 22.32, -8.87, 1.76, 2.22, 8.12, suppf,
2014-06-19,0.78, 20.04, 2.65, 1.73, 2.09, 7.99, suppf,
2014-06-20,-1.51, 22.13, 2.47, 1.8, 2.1, 8.57, suppf,
2014-06-21,0.16, 22.72, 11.50, 1.65, 2.03, 8, suppf,
2014-06-22,0.58, 22.87, 10.82, 1.7, 2.05, 8.1, suppf,
2014-06-23,-0.26, 22.54, 0.77, 1.64, 1.95, 7.69, suppf,
2014-06-24,0.51, 21.17, 3.71, 1.8, 2.2, 8.31, suppf,
2014-06-25,-1.43, 22.22, -5.12, 1.66, 2.06, 7.85, suppf,
2014-06-26,-0.30, 24.39, 3.51, 1.64, 1.96, 7.59, suppf,
2014-06-27,-2.27, 22.42, -3.27, 1.7, 2.11, 8.01, suppf,
2014-06-28,-0.49, 25.16, 0.92, 1.61, 1.93, 7.57, suppf,
2014-06-29,-0.59, 24.42, 4.56, 1.65, 1.93, 7.61, suppf,
2014-06-30,0.60, 23.43, 13.33, 1.62, 1.9, 7.55, suppf,
2014-07-01,1.20, 22.05, -1.38, 1.81, 2.14, 7.75, suppf,
2014-07-02,2.62, 22.56, 2.70, 1.67, 2, 7.7, suppf,
2014-07-03,-2.14, 22.54, -3.71, 1.77, 2.27, 8.35, suppf,
2014-07-04,-1.48, 26.40, -9.03, 1.63, 1.93, 7.82, suppf,
2014-07-05,-0.13, 24.66, -7.78, 1.82, 2.19, 8.26, suppf,
2014-07-06,-0.52, 20.24, -3.28, 1.66, 2, 7.82, suppf,
2014-07-07,1.99, 22.91, 9.03, 1.64, 2.03, 7.78, suppf,
2014-07-08,0.27, 25.52, 19.51, 1.63, 1.94, 7.67, suppf,
2014-07-09,0.59, 26.69, -0.71, 1.71, 2.04, 8.16, suppf,
2014-07-10,-1.39, 23.64, 5.98, 1.79, 2.01, 8.62, suppf,
2014-07-11,3.90, 28.63, -4.84, 43.69, 14.56, 62.27, suppf,
2014-07-12,-2.89, 26.22, -7.59, 1.69, 2.02, 7.82, suppf,
2014-07-13,0.54, 23.60, 11.65, 1.64, 1.92, 7.62, suppf,
2014-07-14,1.94, 24.66, 17.91, 1.59, 1.92, 7.5, suppf,
2014-07-15,-1.18, 24.70, 11.84, 1.92, 2.38, 9.33, suppf,
2014-07-16,0.78, 24.76, 15.33, 1.67, 2.06, 8.01, suppf,
2014-07-17,1.45, 22.12, 6.77, 1.75, 2.21, 8.35, suppf,
2014-07-18,-0.76, 22.16, 13.43, 1.65, 2.1, 7.77, suppf,
2014-07-19,1.95, 25.56, 10.57, 1.64, 1.93, 7.72, suppf,
2014-07-20,1.67, 27.53, 9.45, 1.62, 2, 7.73, suppf,
2014-07-21,-4.53, 28.08, 3.02, 1.78, 2.08, 8.07, suppf,
2014-07-22,-1.24, 26.68, 20.78, 1.66, 2.01, 7.83, suppf,
2014-07-23,-0.32, 23.21, 6.62, 1.58, 1.87, 7.37, suppf,
2014-07-24,-0.26, 24.94, 7.50, 1.83, 2.24, 8.22, suppf,
2014-07-25,-1.49, 27.75, 12.06, 1.65, 1.97, 8.03, suppf,
2014-07-26,5.57, 22.41, -4.33, 1.76, 2, 8.16, suppf,
2014-07-27,2.95, 21.71, 13.82, 1.59, 1.87, 7.37, suppf,
2014-07-28,3.58, 21.25, 19.75, 1.61, 1.98, 7.6, suppf,
2014-07-29,2.39, 23.49, 7.65, 1.65, 2.03, 7.77, suppf,
2014-07-30,1.96, 22.93, 10.76, 1.6, 1.95, 7.45, suppf,
2014-07-31,1.80, 24.00, 13.72, 1.67, 1.94, 7.65, suppf,
2014-08-01,2.37, 21.97, 3.44, 1.67, 2.02, 7.74, suppf,
2014-08-02,2.49, 24.88, 18.60, 1.66, 2.07, 7.82, suppf,
2014-08-03,-0.88, 26.06, -3.95, 1.63, 1.98, 7.66, suppf,
2014-08-04,-0.10, 22.66, 2.00, 1.93, 2.38, 8.93, suppf,
2014-08-05,4.02, 23.23, 13.82, 2.07, 2.46, 9.14, suppf,
2014-08-06,0.10, 23.74, 3.17, 1.71, 1.98, 7.77, suppf,
2014-08-07,0.73, 23.10, 4.38, 1.73, 2.01, 8.05, suppf,
2014-08-08,2.29, 24.72, 0.49, 1.72, 2.12, 8.08, suppf,
2014-08-09,1.84, 26.15, 5.71, 1.66, 2, 7.66, suppf,
2014-08-10,2.30, 24.64, 6.75, 1.63, 2.01, 7.67, suppf,
2014-08-11,1.83, 22.91, -2.26, 1.76, 2.06, 8.25, suppf,
2014-08-12,2.87, 21.74, 14.94, 1.77, 2.05, 8.46, suppf,
2014-08-13,1.40, 23.27, -5.51, 1.62, 1.94, 7.51, suppf,
2014-08-14,3.98, 24.56, 12.05, 1.81, 2.05, 8.56, suppf,
2014-08-15,1.35, 22.15, 15.62, 1.65, 1.96, 7.64, suppf,
2014-08-16,2.43, 24.55, 3.75, 1.9, 2.39, 8.97, suppf,
2014-08-17,2.27, 24.24, -0.51, 1.66, 1.95, 7.75, suppf,
2014-08-18,4.08, 21.67, 7.23, 1.63, 1.96, 7.54, suppf,
2014-08-19,3.83, 20.94, 19.88, 1.66, 1.98, 7.86, suppf,
2014-08-20,2.52, 21.48, 19.59, 1.81, 2.26, 8.42, suppf,
2014-08-21,2.30, 25.31, 13.55, 1.64, 1.95, 7.63, suppf,
2014-08-22,-0.42, 24.00, 12.06, 1.71, 2.06, 8.01, suppf,
2014-08-23,3.78, 19.49, 12.66, 1.67, 2.03, 7.96, suppf,
2014-08-24,3.26, 22.33, 23.53, 1.64, 1.96, 7.63, suppf,
2014-08-25,-2.33, 22.31, -8.63, 1.63, 2.04, 7.72, suppf,
2014-08-26,4.50, 20.64, 12.29, 1.66, 2.03, 7.92, suppf,
2014-08-27,3.57, 25.01, 11.13, 1.71, 2.25, 8.18, suppf,
2014-08-28,5.94, 23.95, 9.90, 1.8, 2.31, 8.57, suppf,
2014-08-29,4.11, 23.88, -11.18, 1.87, 2.37, 9.28, suppf,
2014-08-30,3.45, 24.80, 14.74, 1.98, 2.42, 9.71, suppf,
2014-08-31,1.90, 23.73, 8.02, 1.87, 2.48, 8.86, suppf,
2014-09-01,0.85, 24.31, 22.00, 1.64, 1.98, 7.63, suppf,
2014-09-02,2.31, 22.92, 4.94, 1.62, 2.03, 7.73, suppf,
2014-09-03,1.35, 24.07, 14.34, 1.66, 2.03, 7.68, suppf,
2014-09-04,6.69, 21.73, 17.89, 1.61, 2.01, 7.56, suppf,
2014-09-05,3.58, 25.82, -1.96, 1.6, 1.95, 7.5, suppf,
2014-09-06,-0.51, 24.49, 5.16, 1.6, 1.97, 7.56, suppf,
2014-09-07,2.11, 23.92, 3.10, 1.69, 2.09, 7.84, suppf,
2014-09-08,2.19, 24.65, 3.37, 1.66, 2.09, 7.96, suppf,
2014-09-09,4.54, 23.23, 16.14, 1.6, 1.94, 7.5, suppf,
2014-09-10,3.18, 25.07, 14.80, 1.6, 1.96, 7.55, suppf,
2014-09-11,0.91, 23.48, 0.63, 1.77, 2.05, 8.28, suppf,
2014-09-12,2.25, 24.43, 12.75, 1.64, 1.98, 7.84, suppf,
2014-09-13,1.63, 25.40, 6.46, 1.72, 2.12, 8.29, suppf,
2014-09-14,2.05, 26.89, -2.67, 1.89, 2.35, 9.25, suppf,
2014-09-15,3.06, 24.87, 10.08, 1.8, 2.21, 8.43, suppf,
2014-09-16,0.84, 22.45, 4.27, 1.65, 2.03, 7.63, suppf,
2014-09-17,2.17, 23.54, 15.15, 1.6, 1.93, 7.55, suppf,
2014-09-18,4.08, 25.65, 5.37, 1.76, 2.41, 8.71, suppf,
2014-09-19,2.93, 24.81, 4.30, 1.63, 2.02, 7.89, suppf,
2014-09-20,3.88, 26.92, 14.34, 1.61, 1.96, 7.67, suppf,
2014-09-21,3.68, 24.85, 17.37, 1.72, 2.07, 8.03, suppf,
2014-09-22,3.12, 25.16, 7.67, 1.86, 2.43, 8.98, suppf,
2014-09-23,3.36, 24.36, 2.47, 1.59, 1.9, 7.45, suppf,
2014-09-24,2.09, 25.71, -1.09, 1.66, 2.12, 8.03, suppf,
2014-09-25,3.31, 31.80, -4.79, 1.71, 2.07, 8.43, suppf,
2014-09-26,0.94, 24.05, 8.63, 1.74, 2.15, 8.32, suppf,
2014-09-27,4.40, 25.48, 7.10, 1.63, 1.97, 7.6, suppf,
2014-09-28,3.71, 25.42, -0.18, 1.77, 2.07, 8.4, suppf,
2014-09-29,3.72, 24.44, 9.32, 1.66, 1.99, 7.9, suppf,
2014-09-30,3.48, 26.22, 12.07, 1.61, 1.89, 7.61, suppf,
2014-10-01,3.06, 25.05, 10.92, 1.64, 1.93, 7.65, suppf,
2014-10-02,3.34, 26.81, 11.25, 1.67, 2.01, 7.84, suppf,
2014-10-03,3.79, 27.23, 4.32, 1.67, 1.97, 7.89, suppf,
2014-10-04,3.84, 27.02, 5.39, 1.6, 1.87, 7.43, suppf,
2014-10-05,1.75, 27.11, 11.60, 1.62, 1.95, 7.69, suppf,
2014-10-06,3.52, 24.63, 9.46, 1.61, 1.88, 7.52, suppf,
2014-10-07,2.98, 25.00, -2.20, 1.64, 1.96, 7.69, suppf,
2014-10-08,2.01, 32.11, 3.24, 1.86, 2.53, 9.17, suppf,
2014-10-09,1.94, 26.66, 14.38, 1.8, 2.21, 8.64, suppf,
2014-10-10,0.95, 23.99, 10.89, 1.68, 2.09, 8.14, suppf,
2014-10-11,3.11, 25.13, 4.18, 1.61, 1.82, 7.38, suppf,
2014-10-12,1.29, 26.61, 4.20, 1.6, 1.81, 7.38, suppf,
2014-10-13,4.25, 26.79, 23.63, 1.66, 1.91, 7.64, suppf,
2014-10-14,3.19, 25.21, 17.86, 1.72, 2.05, 8.26, suppf,
2014-10-15,3.26, 26.05, 10.36, 1.61, 1.77, 7.35, suppf,
2014-10-16,3.16, 26.30, 9.07, 1.6, 1.77, 7.35, suppf,
2014-10-17,2.23, 26.52, 18.57, 1.71, 1.82, 7.79, suppf,
2014-10-18,3.03, 27.65, 2.67, 1.64, 1.8, 7.47, suppf,
2014-10-19,0.89, 30.16, 3.76, 1.77, 2.07, 8.33, suppf,
2014-10-20,0.04, 30.37, 1.03, 1.64, 1.77, 7.66, suppf,
2014-10-21,2.10, 27.56, 2.88, 1.61, 1.8, 7.41, suppf,
2014-10-22,2.19, 28.01, 4.17, 1.62, 1.81, 7.47, suppf,
2014-10-23,1.24, 28.99, 7.67, 1.65, 1.9, 7.8, suppf,
2014-10-24,1.62, 27.12, 10.10, 1.62, 1.82, 7.5, suppf,
2014-10-25,2.37, 24.16, 28.49, 1.77, 1.88, 8.34, suppf,
2014-10-26,-0.21, 29.90, 10.84, 1.67, 1.9, 7.9, suppf,
2014-10-27,0.74, 25.43, -0.98, 1.84, 2.03, 8.4, suppf,
2014-10-28,3.59, 28.18, -4.59, 1.77, 2.26, 8.47, suppf,
2014-10-29,2.57, 29.60, 2.82, 1.64, 1.83, 7.6, suppf,
2014-10-30,1.25, 28.32, 16.72, 1.73, 1.87, 7.98, suppf,
2014-10-31,0.09, 27.48, 8.12, 1.68, 1.86, 7.81, suppf,
2014-11-01,1.42, 27.67, 10.78, 1.65, 1.85, 7.69, suppf,
2014-11-02,2.84, 25.37, 5.09, 1.67, 1.84, 7.84, suppf,
2014-11-03,0.34, 28.64, 5.76, 1.6, 1.73, 7.59, suppf,
2014-11-04,-0.63, 29.05, -7.78, 1.63, 1.76, 7.67, suppf,
2014-11-05,1.92, 28.48, 2.19, 1.59, 1.75, 7.61, suppf,
2014-11-06,2.79, 28.86, 16.59, 1.73, 1.9, 8.22, suppf,
2014-11-07,1.61, 28.05, 10.23, 1.58, 1.71, 7.45, suppf,
2014-11-08,1.49, 29.18, -1.65, 1.61, 1.81, 7.67, suppf,
2014-11-09,-1.08, 33.24, 2.07, 1.69, 1.81, 7.9, suppf,
2014-11-10,5.26, 28.00, 17.07, 1.75, 1.99, 8.19, suppf,
2014-11-11,1.62, 27.12, 4.55, 1.63, 1.74, 7.56, suppf,
2014-11-12,1.24, 29.11, 16.18, 1.66, 1.78, 7.81, suppf,
2014-11-13,-1.18, 31.22, 8.17, 1.66, 1.81, 7.75, suppf,
2014-11-14,-0.59, 30.79, 5.16, 1.65, 1.78, 7.72, suppf,
2014-11-15,-0.25, 26.43, 13.69, 1.74, 1.88, 8.31, suppf,
2014-11-16,2.32, 28.79, 11.16, 1.97, 2.43, 9.54, suppf,
2014-11-17,-0.78, 30.32, 5.45, 1.74, 1.92, 7.98, suppf,
2014-11-18,1.38, 28.65, 7.23, 1.94, 2.23, 9.32, suppf,
2014-11-19,-1.13, 30.79, -2.15, 2.02, 2.19, 9.61, suppf,
2014-11-20,-1.57, 28.71, 4.94, 1.88, 2.02, 8.7, suppf,
2014-11-21,0.05, 33.76, -12.76, 1.9, 2.21, 9.31, suppf,
2014-11-22,3.03, 26.87, 3.79, 1.95, 2.23, 9.43, suppf,
2014-11-23,1.16, 28.69, 2.70, 1.67, 1.87, 7.81, suppf,
2014-11-24,3.66, 29.49, 0.06, 1.68, 1.81, 7.74, suppf,
2014-11-25,3.87, 29.63, -12.40, 1.85, 2.05, 8.41, suppf,
2014-11-26,0.83, 28.44, 7.43, 1.79, 1.98, 8.36, suppf,
2014-11-27,-1.33, 31.17, 0.80, 2.15, 2.49, 10.44, suppf,
2014-11-28,-0.37, 31.64, 9.66, 1.63, 1.76, 7.45, suppf,
2014-11-29,1.05, 28.35, 8.55, 1.71, 1.8, 7.93, suppf,
2014-11-30,3.50, 29.02, -1.93, 1.72, 1.79, 8.07, suppf,
2014-12-01,0.89, 29.38, 5.77, 1.71, 2.02, 8.07, suppf,
2014-12-02,2.21, 29.51, 8.55, 1.74, 2.11, 8.59, suppf,
2014-12-03,4.00, 28.22, 11.63, 1.84, 1.83, 8.82, suppf,
2014-12-04,0.77, 29.20, 12.22, 1.74, 1.93, 8.4, suppf,
2014-12-05,1.51, 27.06, 2.50, 1.65, 1.79, 7.69, suppf,
2014-12-06,1.27, 27.06, -0.20, 1.77, 1.92, 8.37, suppf,
2014-12-07,0.20, 29.74, 6.45, 1.65, 1.77, 7.61, suppf,
2014-12-08,2.65, 28.37, 3.50, 1.67, 1.84, 7.76, suppf,
2014-12-09,0.99, 29.78, 4.95, 1.65, 1.78, 7.64, suppf,
2014-12-10,2.87, 30.03, 6.73, 1.7, 1.79, 7.78, suppf,
2014-12-11,2.87, 27.23, 18.63, 1.68, 1.81, 7.99, suppf,
2014-12-12,0.76, 30.19, 9.02, 1.68, 1.89, 7.87, suppf,
2014-12-13,1.67, 30.27, 6.77, 1.62, 1.79, 7.58, suppf,
2014-12-14,1.82, 27.37, 9.68, 1.66, 1.76, 7.59, suppf,
2014-12-15,1.68, 29.32, 16.25, 1.64, 1.73, 7.55, suppf,
2014-12-16,2.59, 28.82, 9.12, 1.64, 1.79, 7.64, suppf,
2014-12-17,2.19, 31.10, 6.13, 1.71, 1.81, 7.81, suppf,
2014-12-18,2.70, 30.54, 2.38, 1.66, 1.77, 7.59, suppf,
2014-12-19,-0.47, 30.26, 5.72, 1.67, 1.75, 7.5, suppf,
2014-12-20,2.27, 30.98, 0.60, 1.73, 1.78, 7.85, suppf,
2014-12-21,2.55, 30.88, 13.09, 1.61, 1.74, 7.45, suppf,
2014-12-22,3.81, 29.65, 18.14, 1.74, 1.81, 8.15, suppf,
2014-12-23,2.69, 30.40, 14.89, 1.66, 1.76, 7.66, suppf,
2014-12-24,2.06, 29.20, 18.35, 1.61, 1.73, 7.39, suppf,
2014-12-25,2.94, 30.34, 10.09, 1.66, 1.81, 7.69, suppf,
2014-12-26,2.33, 32.01, 20.86, 1.7, 1.96, 8.27, suppf,
2014-12-27,1.66, 32.39, 13.78, 1.65, 1.83, 7.66, suppf,
2014-12-28,2.59, 32.76, 15.75, 1.6, 1.73, 7.4, suppf,
2014-12-29,1.16, 31.81, 11.30, 1.6, 1.75, 7.42, suppf,
2014-12-30,3.19, 32.57, 12.83, 1.66, 1.83, 7.59, suppf,
2014-12-31,2.37, 32.17, 12.63, 1.77, 1.85, 8.16, suppf,
2015-01-01,3.98, 33.05, 8.56, 1.76, 1.91, 8.08, suppf,
2015-01-02,-0.42, 30.80, 15.14, 1.86, 1.89, 8.83, suppf,
2015-01-03,1.95, 30.04, 24.46, 1.61, 1.78, 7.45, suppf,
2015-01-04,1.42, 31.36, 11.93, 1.69, 1.95, 8, suppf,
2015-01-05,-1.09, 35.33, 3.80, 1.69, 1.82, 7.88, suppf,
2015-01-06,-2.72, 31.70, -1.98, 1.94, 2.17, 9.22, suppf,
2015-01-07,-0.03, 33.18, 11.44, 1.74, 1.83, 7.94, suppf,
2015-01-08,-0.03, 34.09, 11.51, 1.95, 2.44, 9.56, suppf,
2015-01-09,4.30, 30.50, 12.63, 1.95, 2.19, 8.96, suppf,
2015-01-10,1.28, 32.98, 8.51, 1.65, 1.8, 7.62, suppf,
2015-01-11,1.68, 32.75, 11.24, 1.86, 2.1, 8.89, suppf,
2015-01-12,-1.89, 34.57, 10.09, 1.8, 2.02, 8.78, suppf,
2015-01-13,-2.57, 33.02, -0.10, 1.69, 1.88, 7.83, suppf,
2015-01-14,1.03, 30.55, 7.79, 1.68, 1.85, 7.73, suppf,
2015-01-15,5.25, 35.32, 16.04, 1.68, 1.8, 7.68, suppf,
2015-01-16,1.11, 29.85, 9.64, 1.71, 1.9, 8.05, suppf,
2015-01-17,2.81, 33.38, 19.24, 1.75, 1.9, 8.05, suppf,
2015-01-18,3.48, 28.58, 16.37, 1.71, 1.85, 7.89, suppf,
2015-01-19,1.74, 31.32, 10.61, 1.65, 1.79, 7.63, suppf,
2015-01-20,1.39, 31.37, 18.87, 1.62, 1.77, 7.54, suppf,
2015-01-21,0.92, 31.97, 14.24, 1.64, 1.78, 7.6, suppf,
2015-01-22,1.51, 31.56, 13.19, 1.64, 1.85, 7.64, suppf,
2015-01-23,2.40, 32.56, 10.13, 1.7, 1.89, 7.9, suppf,
2015-01-24,3.29, 31.75, 19.51, 1.73, 1.85, 7.94, suppf,
2015-01-25,1.74, 32.24, 12.86, 1.66, 1.77, 7.66, suppf,
2015-01-26,2.35, 31.72, 11.68, 1.66, 1.82, 7.75, suppf,
2015-01-27,2.17, 33.13, 18.55, 1.68, 1.93, 7.9, suppf,
2015-01-28,3.06, 30.74, 9.89, 1.64, 1.83, 7.82, suppf,
2015-01-29,0.98, 31.80, -3.41, 1.65, 1.83, 7.82, suppf,
2015-01-30,0.88, 33.65, 1.95, 1.87, 2.21, 8.87, suppf,
2015-01-31,3.18, 32.63, 8.05, 1.66, 1.83, 7.97, suppf,
2015-02-01,1.84, 32.11, 8.59, 1.65, 1.88, 8.15, suppf,
2015-02-02,2.98, 32.28, 9.39, 1.58, 1.73, 7.48, suppf,
2015-02-03,1.72, 32.90, 3.39, 1.64, 1.83, 7.76, suppf,
2015-02-04,1.64, 32.39, 1.13, 1.69, 1.99, 8, suppf,
2015-02-05,0.74, 35.92, -7.02, 1.66, 1.86, 7.91, suppf,
2015-02-06,2.05, 32.93, 3.92, 1.64, 1.83, 7.84, suppf,
2015-02-07,2.70, 34.08, 7.23, 1.63, 1.86, 7.79, suppf,
2015-02-08,3.61, 29.94, 9.33, 1.6, 1.77, 7.59, suppf,
2015-02-09,1.63, 35.17, 10.24, 1.61, 1.84, 7.7, suppf,
2015-02-10,1.42, 30.04, -3.22, 1.64, 1.84, 7.67, suppf,
2015-02-11,1.22, 29.94, 2.85, 1.63, 1.8, 7.7, suppf,
2015-02-12,2.11, 32.60, 9.78, 1.72, 1.96, 8.17, suppf,
2015-02-13,1.95, 33.01, 14.88, 1.65, 1.87, 7.84, suppf,
2015-02-14,1.42, 34.59, 8.70, 1.65, 1.89, 7.8, suppf,
2015-02-15,2.35, 32.54, 6.86, 1.68, 1.89, 8, suppf,
2015-02-16,1.72, 33.86, 8.82, 1.64, 1.84, 7.74, suppf,
2015-02-17,2.37, 33.90, 11.79, 1.6, 1.81, 7.65, suppf,
2015-02-18,2.77, 32.27, 8.38, 1.68, 1.87, 8.07, suppf,
2015-02-19,1.55, 33.56, 13.52, 1.63, 1.8, 7.8, suppf,
2015-02-20,3.11, 31.86, 1.25, 1.64, 1.85, 7.92, suppf,
2015-02-21,3.73, 33.62, 3.39, 2.05, 2.48, 9.56, suppf,
2015-02-22,2.92, 34.20, -5.58, 1.92, 2.5, 8.85, suppf,
2015-02-23,2.40, 31.71, 5.13, 1.6, 1.87, 7.74, suppf,
2015-02-24,1.13, 33.88, 12.68, 1.64, 1.89, 7.82, suppf,
2015-02-25,1.91, 32.91, 9.54, 1.67, 1.83, 8.27, suppf,
2015-02-26,1.43, 35.53, 13.51, 1.67, 1.83, 7.88, suppf,
2015-02-27,3.26, 33.83, 10.90, 1.63, 1.89, 7.83, suppf,
2015-02-28,3.10, 34.97, 7.93, 1.71, 2.14, 8.11, suppf,
2015-03-01,3.74, 32.90, 6.40, 1.69, 1.9, 7.93, suppf,
2015-03-02,3.45, 33.74, 5.18, 1.87, 2.2, 9.12, suppf,
2015-03-03,2.67, 33.63, 10.48, 1.84, 2.3, 9.12, suppf,
2015-03-04,2.39, 33.10, 0.98, 1.6, 1.81, 7.61, suppf,
2015-03-05,0.23, 32.79, 11.80, 1.75, 2.02, 8.57, suppf,
2015-03-06,1.33, 34.02, 13.24, 1.76, 2.07, 8.41, suppf,
2015-03-07,1.47, 34.70, 16.80, 1.61, 1.83, 7.68, suppf,
2015-03-08,2.66, 34.11, 13.16, 1.73, 2.03, 8.38, suppf,
2015-03-09,1.81, 31.72, 2.97, 1.76, 2.07, 8.54, suppf,
2015-03-10,0.59, 34.25, 11.05, 1.68, 1.88, 7.99, suppf,
2015-03-11,-0.15, 32.39, 8.50, 1.71, 2.07, 8.11, suppf,
2015-03-12,1.23, 35.92, 6.08, 1.62, 1.87, 7.72, suppf,
2015-03-13,3.04, 35.15, 12.06, 1.66, 2.01, 7.87, suppf,
2015-03-14,2.13, 33.37, 1.12, 67.08, 74.91, 191.52, suppf,
2015-03-15,3.59, 35.73, 6.27, 1.59, 1.83, 7.58, suppf,
2015-03-16,3.45, 33.56, 9.41, 1.65, 1.83, 7.71, suppf,
2015-03-17,2.67, 34.97, 11.34, 1.61, 1.88, 7.74, suppf,
2015-03-18,1.01, 35.39, 1.52, 70.57, 83.16, 195.67, suppf,
2015-03-19,1.98, 32.31, 12.35, 1.59, 1.8, 7.6, suppf,
2015-03-20,0.91, 36.13, 0.81, 1.6, 1.82, 7.66, suppf,
2015-03-21,1.90, 35.15, 5.23, 1.59, 1.78, 7.52, suppf,
2015-03-22,4.23, 34.96, 5.14, 1.6, 1.82, 7.63, suppf,
2015-03-23,2.52, 32.80, 10.08, 2, 2.3, 10.01, suppf,
2015-03-24,1.46, 35.14, 7.70, 1.64, 1.86, 7.87, suppf,
2015-03-25,1.64, 34.96, 1.24, 1.59, 1.78, 7.63, suppf,
2015-03-26,3.21, 35.39, 10.54, 1.63, 1.85, 7.78, suppf,
